,cluster ID,size,mirai_ratio,Port17140,Port17132,Port17128,Port17130,Port17138,Port17136,Port17134,Port17142,Port80,Port8080,Port23,Port2323,Port81,Port5555,Port1023,Port52869,Port8443,Port49152,Port7574,Port37215,Port54594,Port34218,Port34226,Port34224,Port34228,Port34216,Port34220,Port33964,Port33960,Port33962,Port33970,Port33972,Port33968,Port50401,Port34222,Port34230,Port33966,Port33974,Port445,Port0,Port22,Port8291,Port8728,Port1433,Port8000,Port8081,Port5353,Port2004,Port11211,Port6881,Port8082,Port443,Port4000,Port5060,Port8083,Port8088,Port6379,Port30301,Port7001,Port9527,Port7002,Port9200,Port1027,Port3389,Port1900,Port21,Port5900,Port6380,Port88,Port389,Port8181,Port35,Port5000,Port5001,Port8008,Port4444,Port49153,Port137,Port7547,Port56880,Port5984,Port2222,Port8001,Port2480,Port8888,Port139,Port53,Port3544,Port873,Port50070,Port161,Port631,Port9000,Port111,Port4786,Port27017,Port1883,Port8090,Port554,Port3306,Port60001,Port82,Port83,Port3443,Port85,Port12866,Port3000,Port587,Port5901,Port143,Port50075,Port444,Port995,Port1521,Port465,Port993,Port110,Port10001,Port7777,Port548
0,0.0,10499.0,0.0,1.0,0.9052290694351842,1.0,1.0,1.0,1.0,1.0,1.0,0.00038098866558719876,0.0002857414991903991,0.00019049433279359938,0.0,0.0,0.00019049433279359938,0.0,0.0,0.0,0.0,0.0,0.0,0.0008572244975711972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0931517287360701,0.0923897514048957,0.0,0.0,0.04028955138584627,0.0,0.0,0.0002857414991903991,0.005333841318220783,0.0,0.0,0.0,0.0005714829983807982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.524716639679969e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002857414991903991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.524716639679969e-05,0.0,0.0,0.0,0.0005714829983807982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002857414991903991,0.0,0.0,9.524716639679969e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.524716639679969e-05,0.0,9.524716639679969e-05,0.0,0.0,0.0,9.524716639679969e-05,0.0,0.0,0.0,0.0,9.524716639679969e-05,0.0,0.0,0.0,0.0,0.0
1,1.0,66042.0,0.0013324853880863693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017110323733381786,0.0006662426940431846,0.000681384573453257,0.0006359589352230399,0.0004239726234820266,0.0005905332969928228,0.00037854698525180945,0.0,0.0,0.0016807486145180338,0.0,0.0013779110263165864,0.0014384785439568758,0.0013779110263165864,0.0016353229762878167,0.0013779110263165864,0.0,0.0,0.0,0.001362769146906514,6.056751764028951e-05,0.0010145059204748493,0.0008479452469640532,0.0007570939705036189,0.0007116683322734018,0.0,0.0,0.005572211622906635,0.00015141879410072377,0.00012113503528057902,0.0,0.00369461857605766,0.0008328033675539808,0.0006056751764028951,0.00031797946761151995,0.0003634051058417371,0.0020138699615396263,0.00040883074407195417,0.00248326822325187,0.0005451076587626056,0.0001968444323309409,0.0002876957087913752,0.0007419520910935465,0.0006208170558129675,0.00024227007056115804,0.0007419520910935465,0.0009842221616547045,0.0007116683322734018,0.0005753914175827504,0.00040883074407195417,0.0030283758820144756,0.0002574119499712304,0.0014233366645468035,0.0019835862027194812,0.0004542563823021713,0.0003482632264316647,0.0003482632264316647,0.0006662426940431846,0.008842857575482269,0.00037854698525180945,0.0004239726234820266,0.00010599315587050665,0.0002725538293813028,6.056751764028951e-05,0.0006056751764028951,0.0002119863117410133,0.00037854698525180945,0.0002876957087913752,0.00401259804366918,0.0031495109172950545,0.00031797946761151995,0.0013476272674964416,0.0014081947851367312,0.0008630871263741255,0.007752642257957057,0.0003482632264316647,0.00016656067351079616,0.0005299657793525332,0.00031797946761151995,0.0006056751764028951,0.00030283758820144754,0.0003634051058417371,0.0002876957087913752,0.00015141879410072377,0.0002876957087913752,0.0003936888646618818,0.00037854698525180945,0.0004239726234820266,6.056751764028951e-05,0.0001362769146906514,0.001726174252748251,0.0002876957087913752,0.007464946549165682,0.00022712819115108565,0.00024227007056115804,0.0002725538293813028,0.00012113503528057902,0.0001362769146906514,0.00024227007056115804,0.00012113503528057902,0.0002725538293813028,0.0002725538293813028,0.0002725538293813028,0.0002725538293813028,0.0004845401411223161,0.00037854698525180945,0.00037854698525180945
2,2.0,8692.0,0.0012655315232397606,0.0009203865623561896,0.0009203865623561896,0.0011504832029452371,0.0011504832029452371,0.0002300966405890474,0.0005752416014726186,0.0005752416014726186,0.0008053382420616659,0.0,0.001955821445006903,0.9907961343764381,0.022549470777726646,1.0,0.00310630464795214,0.001955821445006903,0.0028762080073630927,0.0033364012885411876,0.0040266912103083296,0.0032213529682466636,0.0032213529682466636,0.0044868844914864245,0.0,0.0,0.0,0.0001150483202945237,0.0001150483202945237,0.0001150483202945237,0.0,0.0003451449608835711,0.0002300966405890474,0.0,0.0001150483202945237,0.0002300966405890474,0.0011504832029452371,0.0,0.0001150483202945237,0.0,0.0001150483202945237,0.0027611596870685687,0.0005752416014726186,0.0004601932811780948,0.0,0.0001150483202945237,0.0001150483202945237,0.0,0.0001150483202945237,0.029222273354809022,0.0,0.0001150483202945237,0.0002300966405890474,0.0001150483202945237,0.0001150483202945237,0.0003451449608835711,0.0001150483202945237,0.0001150483202945237,0.0001150483202945237,0.0001150483202945237,0.0001150483202945237,0.0002300966405890474,0.0,0.0001150483202945237,0.0001150483202945237,0.0001150483202945237,0.0,0.0002300966405890474,0.0001150483202945237,0.0,0.0,0.0011504832029452371,0.0005752416014726186,0.0,0.0003451449608835711,0.0001150483202945237,0.0001150483202945237,0.0001150483202945237,0.0002300966405890474,0.0,0.0,0.0,0.0001150483202945237,0.0004601932811780948,0.0001150483202945237,0.0,0.0002300966405890474,0.0001150483202945237,0.0001150483202945237,0.0003451449608835711,0.0001150483202945237,0.0001150483202945237,0.0001150483202945237,0.0,0.0004601932811780948,0.0,0.0001150483202945237,0.0001150483202945237,0.0,0.0002300966405890474,0.0001150483202945237,0.0,0.0,0.0002300966405890474,0.0,0.0001150483202945237,0.0002300966405890474,0.0002300966405890474,0.0,0.0,0.0,0.0001150483202945237,0.0,0.0,0.0001150483202945237,0.0005752416014726186,0.0001150483202945237,0.0001150483202945237,0.0,0.0002300966405890474,0.0001150483202945237,0.0,0.0
3,3.0,3284.0,0.0,0.9990936555891239,0.9984894259818731,0.9984894259818731,0.9987915407854985,0.9981873111782478,0.9984894259818731,0.9993957703927493,0.9990936555891239,0.0009063444108761329,0.00030211480362537764,0.00030211480362537764,0.0009063444108761329,0.00030211480362537764,0.0012084592145015106,0.00030211480362537764,0.0009063444108761329,0.00030211480362537764,0.0009063444108761329,0.0006042296072507553,0.0009063444108761329,0.0009063444108761329,0.9595166163141994,0.9574018126888217,0.9746223564954682,0.9558912386706948,0.9637462235649547,0.9610271903323263,0.9555891238670695,0.9589123867069487,0.959214501510574,0.9716012084592145,0.9486404833836858,0.9401812688821752,0.0006042296072507553,0.9123867069486404,0.911178247734139,0.8858006042296073,0.9060422960725075,0.0036253776435045317,0.004229607250755287,0.00030211480362537764,0.00030211480362537764,0.00030211480362537764,0.0015105740181268882,0.0006042296072507553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009063444108761329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012084592145015106,0.0,0.0,0.0006042296072507553,0.0,0.0,0.0,0.0,0.0,0.0,0.00030211480362537764,0.00030211480362537764,0.0,0.0006042296072507553,0.0,0.0,0.0,0.0,0.0012084592145015106,0.0,0.0,0.0006042296072507553,0.0,0.0,0.0006042296072507553,0.0,0.0,0.0,0.0,0.0009063444108761329,0.0,0.0,0.0,0.0,0.0006042296072507553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.0,1450.0,0.0,0.000689655172413793,0.0,0.0,0.000689655172413793,0.0,0.0,0.0,0.0,0.9917241379310344,0.9848275862068965,0.5641379310344827,0.9896551724137931,0.9358620689655172,0.9999999999999999,0.9441379310344827,0.0,0.9448275862068964,0.9999999999999999,0.9999999999999999,0.9220689655172413,0.002068965517241379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000689655172413793,0.0,0.0,0.0,0.0,0.0,0.000689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.000689655172413793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000689655172413793,0.0,0.000689655172413793,0.0,0.0,0.0,0.0,0.001379310344827586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5.0,3612.0,0.0,0.7261904761904762,0.0,0.0,0.0,1.0,1.0,0.0,0.43023255813953487,0.0,0.0002768549280177187,0.0002768549280177187,0.0,0.0,0.0002768549280177187,0.0,0.0,0.0,0.0,0.0,0.0,0.0022148394241417496,0.013565891472868217,0.020487264673311183,0.015780730897009966,0.02131782945736434,0.019933554817275746,0.016334440753045402,0.01495016611295681,0.015780730897009966,0.013012181616832779,0.016057585825027684,0.015503875968992248,0.018826135105204873,0.0,0.006090808416389811,0.007751937984496124,0.00636766334440753,0.007198228128460687,0.001937984496124031,0.002768549280177187,0.0,0.0,0.0,0.0008305647840531562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008305647840531562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005537098560354374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6.0,7506.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.12363442579269918,0.0,0.0001332267519317879,0.0001332267519317879,0.0002664535038635758,0.0,0.0,0.0005329070077271516,0.0,0.0,0.0,0.0,0.0,0.0,0.0034638955502264853,0.00826005861977085,0.009059419131361577,0.008393285371702638,0.008526512123634426,0.00826005861977085,0.008126831867839062,0.006927791100452971,0.0,0.01012523314681588,0.00945909938715694,0.010258459898747668,0.007327471356248334,0.0001332267519317879,0.0045297095656807885,0.0038635758060218493,0.0053290700772715156,0.004396482813749001,0.0021316280309086064,0.0045297095656807885,0.0001332267519317879,0.0,0.0,0.001199040767386091,0.0,0.0,0.0001332267519317879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001332267519317879,0.0001332267519317879,0.0,0.0,0.0001332267519317879,0.0001332267519317879,0.0,0.0,0.0003996802557953637,0.0,0.0,0.0001332267519317879,0.0,0.0,0.0,0.0,0.0,0.0,0.0001332267519317879,0.0,0.0,0.0001332267519317879,0.0001332267519317879,0.0,0.0001332267519317879,0.0001332267519317879,0.0,0.0,0.0,0.0,0.0,0.0,0.0001332267519317879,0.0,0.0,0.0001332267519317879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001332267519317879,0.0001332267519317879,0.0,0.0,0.0,0.0,0.0001332267519317879,0.0001332267519317879,0.0,0.0001332267519317879,0.0,0.0001332267519317879,0.0,0.0,0.0001332267519317879,0.0,0.0,0.0,0.0001332267519317879,0.0,0.0
7,7.0,1257.0,0.0,0.981904012588513,0.983477576711251,0.977183320220299,0.981117230527144,0.977183320220299,0.98426435877262,0.9331235247836349,0.9276160503540519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06608969315499606,0.16443745082612116,1.0,0.14162077104642015,0.13139260424862312,0.11014948859166011,0.06845003933910307,0.15263571990558616,0.12667191188040913,0.16443745082612116,1.0,0.13532651455546812,0.0,0.08654602675059009,0.07159716758457907,0.1125098347757671,0.0936270653029111,0.0,0.0015735641227380016,0.0,0.0,0.0,0.0023603461841070024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007867820613690008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007867820613690008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007867820613690008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,1244.0,0.0,0.0,1.0,1.0,0.0,1.0,0.502411575562701,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002411575562700965,0.02572347266881029,0.03697749196141479,0.02652733118971061,0.023311897106109324,0.0297427652733119,0.02491961414790997,0.028135048231511254,0.04260450160771704,0.03215434083601286,0.03295819935691318,0.024115755627009645,0.01929260450160772,0.001607717041800643,0.00964630225080386,0.02090032154340836,0.013665594855305467,0.018488745980707395,0.001607717041800643,0.003215434083601286,0.0008038585209003215,0.0,0.0,0.001607717041800643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008038585209003215,0.0008038585209003215,0.0,0.0,0.0,0.0,0.0,0.0,0.0008038585209003215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9.0,767.0,0.0,1.0,1.0,1.0,1.0,0.9986807387862796,1.0,0.996042216358839,0.9973614775725593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7387862796833773,0.8258575197889182,0.2862796833773087,0.679419525065963,0.7137203166226913,0.7849604221635884,0.7335092348284961,0.7387862796833773,0.7889182058047494,0.8997361477572559,0.8456464379947229,0.7480211081794195,0.0,0.9432717678100263,0.8271767810026385,0.18733509234828497,0.20712401055408972,0.0013192612137203166,0.0065963060686015824,0.0,0.0,0.0,0.0013192612137203166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013192612137203166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
